key,ra,dec,name,host,confirmed_real,confirmed_dwarf,rhalf,rhalf_em,rhalf_ep,position_angle,position_angle_em,position_angle_ep,ellipticity,ellipticity_em,ellipticity_ep,ellipticity_ul,ref_structure,distance_modulus,distance_modulus_em,distance_modulus_ep,ref_distance,apparent_magnitude_v,apparent_magnitude_v_em,apparent_magnitude_v_ep,ref_m_v,vlos_systemic,vlos_systemic_em,vlos_systemic_ep,vlos_sigma,vlos_sigma_em,vlos_sigma_ep,vlos_sigma_ul,ref_vlos,pmra,pmra_em,pmra_ep,pmdec,pmdec_em,pmdec_ep,ref_proper_motion,metallicity_spectroscopic,metallicity_spectroscopic_em,metallicity_spectroscopic_ep,metallicity_spectroscopic_sigma,metallicity_spectroscopic_sigma_em,metallicity_spectroscopic_sigma_ep,metallicity_spectroscopic_sigma_ul,ref_metallicity_spectroscopic,rcore,rcore_em,rcore_ep,rking,rking_em,rking_ep,ref_structure_king,rad_sersic,rad_sersic_em,rad_sersic_ep,n_sersic,n_sersic_em,n_sersic_ep,ref_structure_sersic,age,age_em,age_ep,ref_age,metallicity_isochrone,metallicity_isochrone_em,metallicity_isochrone_ep,ref_metallicity_isochrone,flux_HI,flux_HI_em,flux_HI_ep,flux_HI_ul,ref_flux_HI,metallicity_photometric,metallicity_photometric_em,metallicity_photometric_ep,metallicity_photometric_sigma,metallicity_photometric_sigma_em,metallicity_photometric_sigma_ep,metallicity_photometric_sigma_ul,ref_metallicity_photometric,M_V,M_V_em,M_V_ep,mass_stellar,distance,distance_em,distance_ep,ll,bb,sg_xx,sg_yy,sg_zz,distance_gc,distance_m31,distance_lg,distance_host,mass_HI,mass_HI_ul,metallicity,metallicity_em,metallicity_ep,metallicity_type,velocity_gsr,velocity_lg,mass_dynamical_wolf,mass_dynamical_wolf_em,mass_dynamical_wolf_ep,mass_dynamical_wolf_ul,rhalf_physical,rhalf_physical_em,rhalf_physical_ep,rhalf_sph_physical,rhalf_sph_physical_em,rhalf_sph_physical_ep,surface_brightness_rhalf,table
ngc_4517-dw1231p0140,187.766,1.676,dw1231p0140,ngc_4517,1,1,0.20166666666666666,0.01,0.01,,,,,,,,Carlsten2022ApJ...933...47C,29.87,,,Anand2021AJ....162...80A,15.36,0.09,0.09,Carlsten2022ApJ...933...47C,1104.0,3.0,3.0,,,,,Makarov2014A&A...570A..13M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.56,,,,Makarov2014A&A...570A..13M,,,,,,,,,-14.510000000000002,0.09,0.09,8.037029995663982,9418.895965228417,,,291.2169193331797,64.08335391626933,-3695.1876203474812,8619.902342129802,-870.9037067160679,9417.614711663928,10000.424477306475,9706.238331701603,1091.9705453220056,7.728415251426914,,,,,,1012.9713162287758,953.3036327514145,,,,,551.9685108092849,26.99533002289752,27.24370152891379,551.9685108092849,26.99533002289752,27.24370152891379,22.770184671649485,dwarf_local_field_distant
ngc_4517-dw1232p0015,188.151,0.262,dw1232p0015,ngc_4517,1,1,0.1,0.006666666666666667,0.006666666666666667,,,,,,,,Carlsten2022ApJ...933...47C,29.9,0.18,0.16,Carlsten2022ApJ...933...47C,17.47,0.1,0.1,Carlsten2022ApJ...933...47C,1192.0,,,,,,,Kim2014ApJS..215...22K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.43,0.1,0.1,7.205029995663981,9549.925860214349,759.7006919055057,730.237121050377,292.6025045042748,62.7554145695155,-3969.715368018673,8640.478525724488,-885.7622022873113,9548.500195900655,10143.578336364375,9843.558183200732,1194.1307942252856,,,,,,,1097.3889908707868,1036.4569410319484,,,,,276.46745940881544,27.521568827234205,29.601515848768543,276.46745940881544,27.521568827234205,29.601515848768543,23.348833269464773,dwarf_local_field_distant
ngc_4517-dw1236m0025,189.175,-0.431,dw1236m0025,ngc_4517,1,1,0.14666666666666667,0.011666666666666665,0.011666666666666665,,,,,,,,Carlsten2022ApJ...933...47C,29.86,0.13,0.14,Carlsten2022ApJ...933...47C,18.8,0.11,0.11,Carlsten2022ApJ...933...47C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.059999999999999,0.11,0.11,6.657029995663981,9375.620069258792,544.8210650731689,624.3799307412082,295.0087031694202,62.21380790214827,-4042.0052608043097,8427.182551997224,-739.6211124838403,9374.022800515711,9975.659136661568,9672.487832827579,1034.3356851882568,,,,,,,,,,,,,397.98824234006946,38.832781284543955,41.956199950487814,397.98824234006946,38.832781284543955,41.956199950487814,25.50996437083044,dwarf_local_field_distant
ngc_4517-dw1238m0035,189.705,-0.598,dw1238m0035,ngc_4517,1,1,0.09166666666666666,0.008333333333333333,0.008333333333333333,,,,,,,,Carlsten2022ApJ...933...47C,29.82,0.16,0.15,Carlsten2022ApJ...933...47C,19.15,0.12,0.12,Carlsten2022ApJ...933...47C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.670000000000002,0.12,0.12,6.501029995663982,9204.495717531721,653.8285886848807,658.2991387803777,296.17690233597403,62.10814120635564,-4014.6825434059483,8257.144245601874,-651.639775531696,9202.823032729577,9806.256892946547,9502.19556076555,886.3422560909895,,,,,,,,,,,,,243.90698059186735,27.1596655619023,29.46148665432156,243.90698059186735,27.1596655619023,29.46148665432156,24.83673431130522,dwarf_local_field_distant
ngc_4517-dw1238m0105,189.709,-1.087,dw1238m0105,ngc_4517,1,1,0.09666666666666666,0.013333333333333334,0.013333333333333334,,,,,,,,Carlsten2022ApJ...933...47C,29.31,0.19,0.2,Carlsten2022ApJ...933...47C,19.87,0.16,0.16,Carlsten2022ApJ...933...47C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.439999999999998,0.16,0.16,6.0090299956639806,7277.798045368242,609.7303532320229,702.1488273115101,296.2929807938359,61.622197679249325,-3227.600804138352,6501.264632896977,-531.5031621110713,7276.092448723003,7886.718071161387,7578.417566464217,1110.0022712195284,,,,,,,,,,,,,202.54659207147694,32.406082688958804,35.10454822783234,202.54659207147694,32.406082688958804,35.10454822783234,25.66323786348703,dwarf_local_field_distant
ngc_4517-dw1238p0028,189.559,0.477,dw1238p0028,ngc_4517,1,1,0.1716666666666667,0.018333333333333333,0.018333333333333333,,,,,,,,Carlsten2022ApJ...933...47C,29.82,0.23,0.23,Carlsten2022ApJ...933...47C,19.61,0.13,0.13,Carlsten2022ApJ...933...47C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.21,0.13,0.13,6.317029995663982,9204.495717531721,925.0740804083762,1028.4342052758166,295.6060525620234,63.16080957569194,-3859.4965706875346,8332.66936464765,-627.4144518364944,9202.91437714422,9797.221738069082,9497.534712324716,875.7264755971648,,,,,,,,,,,,,455.5289539841481,66.15187880112063,72.21909431504139,455.5289539841481,66.15187880112063,72.21909431504139,26.653193092678816,dwarf_local_field_distant
ngc_4517-kdg_171,189.761,-0.664,KDG 171,ngc_4517,1,1,0.3433333333333334,0.02,0.02,,,,,,,,Carlsten2022ApJ...933...47C,29.61,0.13,0.14,Carlsten2022ApJ...933...47C,16.7,0.09,0.09,Carlsten2022ApJ...933...47C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.91,0.09,0.09,7.397029995663982,8356.030182312474,485.5722853614898,556.4791990249851,296.31045160335765,62.048301372472274,-3655.091271985795,7491.312769388082,-586.3285703197084,8354.346578338378,8959.580335170693,8654.345889846489,255.77640045904684,,,,,,,,,,,,,831.3493421715284,69.017159486487,73.7680159733817,831.3493421715284,69.017159486487,73.7680159733817,25.259530942250944,dwarf_local_field_distant
ngc_4562,188.895,25.85,NGC 4562,ngc_4565,1,1,0.5783333333333334,0.0016666666666666668,0.0016666666666666668,,,,,,,,Carlsten2022ApJ...933...47C,30.22,0.31,0.31,Makarov2014A&A...570A..13M,13.25,0.01,0.01,Carlsten2022ApJ...933...47C,1353.0,2.0,2.0,,,,,Makarov2014A&A...570A..13M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6,,,,Makarov2014A&A...570A..13M,,,,,,,,,-16.97,0.01,0.01,9.02102999566398,11066.237839776653,1472.2315246173184,1698.1502483367822,231.85110359422006,86.22874935022476,-56.86809039342458,11055.045604195873,494.32037784097497,11066.570812760343,11390.32231242297,11222.730056578539,738.2801912120925,8.208363313121264,,,,,,1347.5354825025902,1315.3921594782464,,,,,1862.0318986533916,267.2345957689538,266.6416115219545,1862.0318986533916,267.2345957689538,266.6416115219545,22.950548724807557,dwarf_local_field_distant
ngc_4565-dw1234p2531,188.601,25.522,dw1234p2531,ngc_4565,1,1,0.31,0.008333333333333333,0.008333333333333333,,,,,,,,Carlsten2022ApJ...933...47C,30.37,0.17,0.17,Carlsten2022ApJ...933...47C,16.41,0.03,0.03,Carlsten2022ApJ...933...47C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.96,0.03,0.03,7.817029995663981,11857.687481671595,892.905520239743,965.618344888635,234.80010740960302,85.85930697553857,-110.72019230057145,11848.319606862931,458.05670569846745,11858.028321598142,12184.201935104795,12015.776544855662,142.70818216862617,,,,,,,,,,,,,1066.805598970362,86.12878487622743,89.43228456585825,1066.805598970362,86.12878487622743,89.43228456585825,24.751039587955887,dwarf_local_field_distant
ngc_4565-dw1237p2602,189.255,26.036,dw1237p2602,ngc_4565,1,1,0.13166666666666668,0.01,0.01,,,,,,,,Carlsten2022ApJ...933...47C,30.2,0.15,0.15,Carlsten2022ApJ...933...47C,17.82,0.06,0.06,Carlsten2022ApJ...933...47C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.379999999999999,0.06,0.06,7.185029995663982,10964.781961431852,731.8520386243144,784.1935879634275,230.8378673470748,86.59669449542912,-39.37291242576121,10950.446684499275,559.1159499129346,10965.089465716177,11286.902024767596,11120.226728966116,839.0176288095666,,,,,,,,,,,,,417.8367176253631,41.580185000298,44.406600608076644,417.8367176253631,41.580185000298,44.406600608076644,24.295646166901943,dwarf_local_field_distant
ngc_4592,189.827,-0.532,NGC 4592,ngc_4517,1,1,0.77,0.03666666666666667,0.03666666666666667,,,,,,,,Carlsten2022ApJ...933...47C,29.79,0.07,0.07,Kim2020ApJ...905..104K,12.0,0.09,0.09,Carlsten2022ApJ...933...47C,1069.0,2.0,2.0,,,,,Koribalski2004AJ....128...16K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.4,10.7,10.7,,Koribalski2004AJ....128...16K,,,,,,,,,-17.79,0.09,0.09,9.349029995663981,9078.205301781862,287.9801334730182,297.41476747693014,296.4221140872648,62.18633242664132,-3955.9036140313906,8147.306857329703,-621.3123773931009,9076.522445860759,9679.608690525152,9375.67786459636,770.1671263241798,9.450739692638084,,,,,,975.9339113370789,914.5375817871009,,,,,2028.140227455679,113.36824503223215,120.00540490864796,2028.140227455679,113.36824503223215,120.00540490864796,22.316103021988965,dwarf_local_field_distant
ngc_4594-dgsat_2,189.96458,-11.34139,NGC 4594-DGSAT-2,ngc_4594,1,1,0.111,0.010333333333333333,0.010333333333333333,,,,,,,,Carlsten2022ApJ...933...47C,29.94,0.14,0.13,Carlsten2022ApJ...933...47C,19.29,0.1,0.1,Carlsten2022ApJ...933...47C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.650000000000002,0.1,0.1,6.493029995663982,9727.472237769662,607.3638442105657,600.1418198443189,298.37674032876004,51.427912064054745,-5734.866009344223,7776.245881986194,-1124.7346239625986,9725.068565130874,10407.398697248782,10065.67316627429,183.8339226037694,,,,,,,,,,,,,312.23843971745714,33.97955847104697,36.33701476816714,312.23843971745714,33.97955847104697,36.33701476816714,25.39304500165734,dwarf_local_field_distant
ngc_4594-dgsat_3,189.88667,-11.22722,NGC 4594-DGSAT-3,ngc_4594,1,1,0.2986666666666667,0.04616666666666667,0.04616666666666667,,,,,,,,Carlsten2022ApJ...933...47C,29.58,0.35,0.31,Carlsten2022ApJ...933...47C,17.56,0.26,0.26,Carlsten2022ApJ...933...47C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48,Karachentsev2013AJ....145..101K,,,,,,,,,-12.02,0.26,0.26,7.041029995663982,8241.381150130013,1226.8281659303138,1264.6667864327974,298.24097303365136,51.53618754448481,-4843.246608828158,6598.716066348431,-959.3079919961901,8238.994287282847,8921.784955391997,8579.528572816113,1310.0848179679028,,6.88541652349065,,,,,,,,,,,704.2985483543152,145.63605858622532,164.4540168602639,704.2985483543152,145.63605858622532,164.4540168602639,25.789397123054947,dwarf_local_field_distant
ngc_4594-dw1,189.81375,-11.71889,NGC 4594-DW1,ngc_4594,1,1,0.22183333333333333,0.004333333333333333,0.004333333333333333,,,,,,,,Carlsten2022ApJ...933...47C,29.86,0.15,0.14,Carlsten2022ApJ...933...47C,16.12,0.03,0.03,Carlsten2022ApJ...933...47C,1367.0,12.0,12.0,,,,,Crosby2025MNRAS.536.2072C,,,,,,,,-1.2,0.1,0.1,,,,,Crosby2025MNRAS.536.2072C,,,,,,,,,,,,,,,9.0,0.7,0.8,Crosby2025MNRAS.536.2072C,,,,,,,,,,,,,,,,,,-13.739999999999998,0.03,0.03,7.729029995663982,9375.620069258792,625.7823169844269,624.3799307412082,298.18575578963254,51.040552775015605,-5567.735848566694,7459.3393712846055,-1122.8647949226552,9373.21115399947,10058.144259987608,9715.102478344437,177.49440610978047,,,-1.2,0.1,0.1,spectroscopic,1240.7665381454503,1170.4951505890033,,,,,603.908905796195,40.935832240162995,42.46082146632273,603.908905796195,40.935832240162995,42.46082146632273,23.735470329849882,dwarf_local_field_distant
ngc_4594-dw1234m1142,188.704167,-11.706944,dw1234-1142,ngc_4594,0,0,0.20416666666666666,,,,,,0.35,,,,Crosby2024MNRAS.527.9118C,29.9,0.1,0.1,McQuinn2016AJ....152..144M,16.79,,,Crosby2024MNRAS.527.9118C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.11,,,7.4770299956639805,9549.925860214349,429.81746665527135,450.0741397856509,296.4644862808788,50.955963858676064,-5619.6550167957075,7608.284201364553,-1317.0318671391044,9547.649061557191,10231.994543271676,9889.203635192298,211.37190310302674,,,,,,,,,,,,,567.1670020501746,,,457.26465568582796,,,23.761451329613994,dwarf_local_field_distant
ngc_4594-dw1234m1238,188.704167,-12.64,dw1234-1238,ngc_4594,0,0,0.20650000000000002,,,,,,0.29,,,,Crosby2024MNRAS.527.9118C,29.9,0.1,0.1,McQuinn2016AJ....152..144M,18.41,,,Crosby2024MNRAS.527.9118C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.489999999999998,,,6.829029995663982,9549.925860214349,429.81746665527135,450.0741397856509,296.6131731462668,50.0277145600817,-5736.827873230044,7513.504258955142,-1355.4127191318205,9547.591691977548,10237.73058517854,9892.171277408415,270.29060141970297,,,,,,,,,,,,,573.6489106450339,,,483.3651638314517,,,25.50198989798725,dwarf_local_field_distant
ngc_4594-dw1235m1155,188.966667,-11.931111,dw1235-1155,ngc_4594,0,0,0.15283333333333332,,,,,,0.43,,,,Crosby2024MNRAS.527.9118C,29.9,0.1,0.1,McQuinn2016AJ....152..144M,17.11,,,Crosby2024MNRAS.527.9118C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.79,,,7.34902999566398,9549.925860214349,429.81746665527135,450.0741397856509,296.9046480169292,50.758318660716625,-5659.916622976188,7583.839159789803,-1285.2281334405498,9547.604100250162,10233.466954217312,9889.965339169701,175.6649302200049,,,,,,,,,,,,,424.5650129632736,,,320.53955548812957,,,23.31002131287945,dwarf_local_field_distant
ngc_4594-dw1235m1216,188.929167,-12.273056,dw1235-1216,ngc_4594,0,0,0.17983333333333332,,,,,,0.6,,,,Crosby2024MNRAS.527.9118C,29.9,0.1,0.1,McQuinn2016AJ....152..144M,17.3,,,Crosby2024MNRAS.527.9118C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.599999999999998,,,7.273029995663982,9549.925860214349,429.81746665527135,450.0741397856509,296.8986613180353,50.41443442248623,-5701.181997604131,7549.438454331901,-1305.2152274777734,9547.587536392002,10235.563235536983,9891.049870099643,204.97277571319478,,,,,,,,,,,,,499.569955275215,,,315.9557818516258,,,23.468744697105727,dwarf_local_field_distant
ngc_4594-dw1237m1006,189.291667,-10.116111,dw1237-1006,ngc_4594,0,0,0.2615,,,,,,0.54,,,,Crosby2024MNRAS.527.9118C,29.9,0.1,0.1,McQuinn2016AJ....152..144M,17.59,,,Crosby2024MNRAS.527.9118C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.309999999999999,,,7.157029995663982,9549.925860214349,429.81746665527135,450.0741397856509,297.143637936864,52.59517117358955,-5443.307360502473,7760.785948045197,-1158.3135945478425,9547.678219130981,10221.984517742289,9884.026624581044,276.3747731052411,,,,,,,,,,,,,726.4367560952849,,,492.69337917093077,,,24.72349679137561,dwarf_local_field_distant
ngc_4594-dw1237m1125,189.298333,-11.433056,dw1237-1125,ngc_4594,0,0,0.16033333333333333,0.0085,0.0085,,,,,,,,Carlsten2022ApJ...933...47C,29.38,0.58,0.52,Carlsten2022ApJ...933...47C,17.51,0.11,0.11,Carlsten2022ApJ...933...47C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.869999999999997,0.11,0.11,6.98102999566398,7516.228940182045,1761.8295668104784,2033.6969200323038,297.3459999349389,51.28413060562349,-4416.907066016904,6006.150055057203,-954.3536910057226,7513.899428448057,8198.555431462946,7855.1918395873745,2036.4030149857788,,,,,,,,,,,,,348.7525406172333,88.429028208494,90.85957953054753,348.7525406172333,88.429028208494,90.85957953054753,24.413200060849558,dwarf_local_field_distant
ngc_4594-dw1238m1043,189.675,-10.725,dw1238-1043,ngc_4594,0,0,0.0895,,,,,,0.48,,,,Crosby2024MNRAS.527.9118C,29.9,0.1,0.1,McQuinn2016AJ....152..144M,21.21,,,Crosby2024MNRAS.527.9118C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.689999999999998,,,5.709029995663981,9549.925860214349,429.81746665527135,450.0741397856509,297.84339173656946,52.0208506560357,-5538.787353396582,7698.06592185615,-1123.6990932637077,9547.594660617793,10226.010574489963,9886.108547612579,158.6326963461567,,,,,,,,,,,,,248.62749395995405,,,179.28783559254555,,,26.14836728349323,dwarf_local_field_distant
ngc_4594-dw1239m1026,189.9625,-10.438056,dw1239-1026,ngc_4594,0,0,0.13133333333333333,,,,,,0.39,,,,Crosby2024MNRAS.527.9118C,29.9,0.1,0.1,McQuinn2016AJ....152..144M,19.71,,,Crosby2024MNRAS.527.9118C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.189999999999998,,,6.30902999566398,9549.925860214349,429.81746665527135,450.0741397856509,298.26684754263783,52.32869766963355,-5514.855401019782,7723.369262495823,-1066.311903979431,9547.57838213516,10224.198270104009,9885.171335718913,197.5856481406149,,,,,,,,,,,,,364.83885519635726,,,284.9482550555504,,,25.65444317049385,dwarf_local_field_distant
ngc_4594-dw1239m1154,189.841667,-11.906944,dw1239-1154,ngc_4594,0,0,0.1175,,,,,,0.1,,,,Crosby2024MNRAS.527.9118C,29.9,0.1,0.1,McQuinn2016AJ....152..144M,20.34,,,Crosby2024MNRAS.527.9118C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.559999999999999,,,6.0570299956639815,9549.925860214349,429.81746665527135,450.0741397856509,298.251307830818,50.85506597645652,-5696.18621031637,7578.810193754829,-1147.2500337895326,9547.502069123442,10233.498905593484,9889.981868729032,53.622022019511405,,,,,,,,,,,,,326.41039709826373,,,309.6600920371587,,,26.46503935395784,dwarf_local_field_distant
ngc_4594-dw1239m1159,189.787917,-11.986944,dw1239-1159,ngc_4594,1,1,0.17033333333333334,0.035666666666666666,0.035666666666666666,,,,,,,,Carlsten2022ApJ...933...47C,30.27,0.25,0.26,Carlsten2022ApJ...933...47C,19.33,0.22,0.22,Carlsten2022ApJ...933...47C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.940000000000001,0.22,0.22,6.609029995663982,11324.003632355578,1231.4747715887443,1440.3844557578577,298.17778842813345,50.77135602043349,-6763.460470685241,8977.744042042632,-1374.326250439916,11321.580802830687,12007.023019643715,11664.03473315481,1775.6925534327522,,,,,,,,,,,,,551.6111372780822,127.4260743928993,140.23697554507987,551.6111372780822,127.4260743928993,140.23697554507987,26.33877829129905,dwarf_local_field_distant
ngc_4594-dw1239m1227,189.7875,-12.453889,dw1239-1227,ngc_4594,0,0,0.07466666666666667,,,,,,0.04,,,,Crosby2024MNRAS.527.9118C,29.9,0.1,0.1,McQuinn2016AJ....152..144M,21.02,,,Crosby2024MNRAS.527.9118C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.879999999999999,,,5.785029995663981,9549.925860214349,429.81746665527135,450.0741397856509,298.23228160871486,50.305696975921244,-5762.357926202016,7523.779898436803,-1178.5801227772447,9547.475103466591,10236.852325475247,9891.716844181454,142.60049393473895,,,,,,,,,,,,,207.42107503549244,,,203.23031829459944,,,26.2305556484254,dwarf_local_field_distant
ngc_4594-dw1239m1240,189.875,-12.675,dw1239-1240,ngc_4594,0,0,0.2965,,,,,,0.51,,,,Crosby2024MNRAS.527.9118C,29.9,0.1,0.1,McQuinn2016AJ....152..144M,15.96,,,Crosby2024MNRAS.527.9118C,1040.0,13.0,13.0,,,,,Crosby2025MNRAS.536.2072C,,,,,,,,-1.2,0.3,0.3,,,,,Crosby2025MNRAS.536.2072C,,,,,,,,,,,,,,,8.7,1.3,1.6,Crosby2025MNRAS.536.2072C,,,,,,,,,,,,,,,,,,-13.939999999999998,,,7.80902999566398,9549.925860214349,429.81746665527135,450.0741397856509,298.3907101774639,50.09145615580541,-5793.807854454363,7500.287734107792,-1174.1202608104936,9547.45137528197,10238.206449750367,9892.41750900826,176.44361551032506,,,-1.2,0.3,0.3,spectroscopic,911.2862451088728,840.3865157905503,,,,,823.665385018172,,,576.5657695127203,,,23.434857434016138,dwarf_local_field_distant
ngc_4594-dw1240m1118,190.039167,-11.313889,dw1240-1118,ngc_4594,1,1,0.2583333333333333,0.006666666666666667,0.006666666666666667,,,,,,,,Carlsten2022ApJ...933...47C,29.72,0.15,0.12,Carlsten2022ApJ...933...47C,15.46,0.03,0.03,Carlsten2022ApJ...933...47C,1593.0,9.0,9.0,,,,,Crosby2025MNRAS.536.2072C,,,,,,,,-0.9,0.1,0.1,,,,,Crosby2025MNRAS.536.2072C,,,,,,,,,,,,,,,9.0,0.9,1.0,Crosby2025MNRAS.536.2072C,,,,,,,,,,,,,,,,,,-14.259999999999998,0.03,0.03,7.9370299956639805,8790.225168308843,586.7097250106672,499.43869949051805,298.4906397630172,51.46054950375478,-5182.13934871231,7028.828469765748,-1004.5200957213683,8787.814696946549,9470.700753146328,9128.532106448134,761.3373111401527,,,-0.9,0.1,0.1,spectroscopic,1468.4291188533407,1398.4720800629943,,,,,658.7793630512858,42.473915613630766,45.343786560519675,658.7793630512858,42.473915613630766,45.343786560519675,23.40431308790271,dwarf_local_field_distant
ngc_4594-dw1240m1140,190.07333,-11.67944,dw1240-1140,ngc_4594,0,0,1.1596666666666666,0.06766666666666665,0.06766666666666665,,,,,,,,Carlsten2022ApJ...933...47C,29.9,0.1,0.1,McQuinn2016AJ....152..144M,16.25,0.38,0.38,Carlsten2022ApJ...933...47C,1293.0,9.0,9.0,,,,,Dowell2014AJ....147..150D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.649999999999999,0.38,0.38,7.693029995663981,9549.925860214349,429.81746665527135,450.0741397856509,298.58469484178676,51.09821410229903,-5677.771019120871,7599.404278384977,-1101.3876718421143,9547.488638505223,10232.110916877142,9889.263835424652,15.705631304322859,,,,,,,1167.4963130360898,1097.2954389468014,,,,,3210.7842865878756,231.20033865267578,246.7314462048921,3210.7842865878756,231.20033865267578,246.7314462048921,27.453668724702744,dwarf_local_field_distant
ngc_4594-dw1241m1008,190.320833,-10.146111,dw1241-1008,ngc_4594,0,0,0.09716666666666667,,,,,,0.17,,,,Crosby2024MNRAS.527.9118C,29.9,0.1,0.1,McQuinn2016AJ....152..144M,19.44,,,Crosby2024MNRAS.527.9118C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.459999999999997,,,6.417029995663981,9549.925860214349,429.81746665527135,450.0741397856509,298.8112179520351,52.64437118228195,-5493.188574838499,7747.975151959244,-997.4187994400835,9547.55405295693,10222.328495249443,9884.204484635453,251.83265026237072,,,,,,,,,,,,,269.925193628777,,,245.91355478926366,,,25.064525500418867,dwarf_local_field_distant
ngc_4594-dw1241m1055,190.408333,-10.926111,dw1241-1055,ngc_4594,0,0,0.29733333333333334,,,,,,0.2,,,,Crosby2024MNRAS.527.9118C,29.9,0.1,0.1,McQuinn2016AJ....152..144M,19.14,,,Crosby2024MNRAS.527.9118C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.759999999999998,,,6.537029995663981,9549.925860214349,429.81746665527135,450.0741397856509,299.03214607227125,51.871380809682215,-5596.967922482016,7670.786240900761,-1016.8935326303775,9547.495354953886,10227.376447701517,9886.814943921132,134.27975864648835,,,,,,,,,,,,,825.9803523734788,,,738.7792863945314,,,27.153186709512205,dwarf_local_field_distant
ngc_4594-dw1241m1131,190.261667,-11.52889,dw1241-1131,ngc_4594,0,0,0.16333333333333333,0.0205,0.0205,,,,,,,,Carlsten2022ApJ...933...47C,29.3,0.34,0.33,Carlsten2022ApJ...933...47C,18.96,0.18,0.18,Carlsten2022ApJ...933...47C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.34,0.18,0.18,6.369029995663982,7244.359600749906,1049.9488499820945,1188.9879768928504,298.86232109181117,51.26073006113547,-4298.896455539331,5774.682020662794,-808.2591476515807,7241.91036589915,7927.72665158933,7583.788184275048,2305.9157506444426,,,,,,,,,,,,,339.63198415393725,64.51520517062568,72.81865941664881,339.63198415393725,64.51520517062568,72.81865941664881,25.885656071958294,dwarf_local_field_distant
