# %ECSV 1.0
# ---
# datatype:
# - name: Target
#   datatype: string
#   description: Target identification; Galaxy-ID number
#   meta: !!omap
#   - {ucd: ID_MAIN}
#   - {_votable_string_dtype: char}
# - name: Field
#   datatype: string
#   description: Field and spectrograph channel (B=blue, R=red)
#   meta: !!omap
#   - {ucd: ID_FIELD}
#   - {_votable_string_dtype: char}
# - name: HJD
#   unit: d
#   datatype: float64
#   format: '{:8.3f}'
#   description: Heliocentric Julian Date minus 2450000 of obs.
#   meta: !!omap
#   - {ucd: TIME_DATE}
#   - {width: 8}
#   - {precision: '3'}
# - name: HV
#   unit: km / s
#   datatype: float32
#   format: '{:6.1f}'
#   description: Heliocentric rest frame velocity
#   meta: !!omap
#   - {ucd: VELOC_HC}
#   - {width: 6}
#   - {precision: '1'}
# - name: e_HV
#   unit: km / s
#   datatype: float32
#   format: '{:4.1f}'
#   description: Uncertainty in HV
#   meta: !!omap
#   - {ucd: ERROR}
#   - {width: 4}
#   - {precision: '1'}
# - name: SigFe
#   unit: 0.1 nm
#   datatype: float32
#   format: '{:5.2f}'
#   description: '? The {Sigma}Fe spectral index ({AA})'
#   meta: !!omap
#   - {ucd: SPECT_INDEX_MISC}
#   - {width: 5}
#   - {precision: '2'}
#   - values: {'null': .nan}
# - name: e_SigFe
#   unit: 0.1 nm
#   datatype: float32
#   format: '{:5.2f}'
#   description: '? Uncertainty in SigFe ({AA})'
#   meta: !!omap
#   - {ucd: SPECT_INDEX_MISC}
#   - {width: 5}
#   - {precision: '2'}
#   - values: {'null': .nan}
# - name: SigMg
#   unit: 0.1 nm
#   datatype: float32
#   format: '{:5.2f}'
#   description: '? The {Sigma}Mg spectral index ({AA})'
#   meta: !!omap
#   - {ucd: SPECT_INDEX_MISC}
#   - {width: 5}
#   - {precision: '2'}
#   - values: {'null': .nan}
# - name: e_SigMg
#   unit: 0.1 nm
#   datatype: float32
#   format: '{:5.2f}'
#   description: '? Uncertainty in SigMg ({AA})'
#   meta: !!omap
#   - {ucd: SPECT_INDEX_MISC}
#   - {width: 5}
#   - {precision: '2'}
#   - values: {'null': .nan}
# - name: Mmb
#   datatype: float32
#   format: '{:6.3f}'
#   description: '? Probability membership'
#   meta: !!omap
#   - {ucd: CODE_MEMB}
#   - {width: 6}
#   - {precision: '3'}
#   - values: {'null': .nan}
# meta: !!omap
# - {ID: J_AJ_137_3100_tables}
# - {name: J/AJ/137/3100/tables}
# - {description: Combined table from original tables}
# schema: astropy-2.0
Target Field HJD HV e_HV SigFe e_SigFe SigMg e_SigMg Mmb
Sex-0144 6B 3804.673 -13.9 4.9 0.26 0.08 0.12 0.21 ""
Sex-0145 7B 3090.704 222.1 1.9 0.34 0.04 0.42 0.09 0.995
Sex-0145 6B 4124.814 218.7 1.4 "" "" "" "" ""
Sex-0146 7B 3090.704 219.7 1.1 0.4 0.03 0.31 0.06 0.998
Sex-0146 6R 4124.814 220.5 3.1 "" "" "" "" ""
Sex-0147 7B 3090.704 231.5 5.4 0.38 0.05 0.42 0.12 0.994
Sex-0147 23B 3418.704 227.6 2.4 0.36 0.03 0.37 0.07 ""
Sex-0148 7B 3090.704 37.1 1.1 0.35 0.02 0.88 0.03 0.0
Sex-0148 23B 3418.704 35.4 1.2 0.36 0.03 0.98 0.04 ""
Sex-0148 6B 3804.673 33.0 1.6 0.42 0.02 0.92 0.04 ""
Sex-0148 6B 4124.814 32.2 1.1 "" "" "" "" ""
Sex-0149 7B 3090.704 219.7 1.2 0.36 0.02 0.33 0.05 0.997
Sex-0149 23B 3418.704 220.0 0.8 0.31 0.02 0.34 0.05 ""
Sex-0149 6R 3804.673 213.0 5.7 0.36 0.04 0.39 0.1 ""
Sex-0149 6R 4124.814 227.7 2.0 "" "" "" "" ""
Sex-0150 7B 3090.704 208.2 5.8 0.27 0.05 0.28 0.1 0.99
Sex-0150 23B 3418.704 214.1 4.9 0.23 0.04 0.34 0.08 ""
Sex-0150 6B 3804.673 212.2 3.5 0.26 0.04 0.26 0.1 ""
Sex-0150 6B 4124.814 214.7 3.6 "" "" "" "" ""
Sex-0151 7B 3090.704 226.1 4.5 0.44 0.05 0.19 0.14 0.998
Sex-0151 23B 3418.704 232.2 1.4 0.34 0.03 0.23 0.09 ""
Sex-0151 6B 3804.673 226.5 1.7 0.41 0.04 0.46 0.1 ""
Sex-0151 6B 4124.814 222.5 1.5 "" "" "" "" ""
Sex-0152 7B 3090.704 226.9 4.4 0.42 0.06 0.25 0.16 0.997
Sex-0152 23B 3418.704 225.5 4.3 0.41 0.05 0.06 0.16 ""
Sex-0152 6B 3804.673 224.8 4.6 0.29 0.09 0.35 0.2 ""
Sex-0152 6B 4124.814 224.8 4.8 "" "" "" "" ""
Sex-0153 7B 3090.704 145.4 1.8 0.27 0.05 0.98 0.04 0.0
Sex-0154 7B 3090.704 -21.3 0.7 0.38 0.03 0.9 0.04 0.0
Sex-0154 6B 3804.673 -20.6 0.9 0.34 0.04 0.95 0.04 ""
Sex-0154 6B 4124.814 -20.8 3.2 "" "" "" "" ""
Sex-0155 7B 3090.704 226.4 2.0 0.32 0.03 0.33 0.06 0.998
Sex-0155 23B 3418.704 223.4 1.4 0.37 0.03 0.25 0.08 ""
Sex-0155 6B 3804.673 228.4 1.5 0.33 0.04 0.31 0.09 ""
Sex-0155 6B 4124.814 227.1 1.0 "" "" "" "" ""
Sex-0156 7B 3090.704 35.2 0.5 0.42 0.01 0.92 0.02 0.0
Sex-0156 6R 3804.673 33.9 2.2 0.35 0.04 0.82 0.1 ""
Sex-0156 6R 4124.814 42.5 1.0 "" "" "" "" ""
Sex-0157 7B 3090.704 223.1 2.4 0.44 0.04 0.37 0.09 0.999
Sex-0157 1R 3411.775 227.3 7.9 0.32 0.05 0.28 0.13 ""
Sex-0157 1R 4122.822 221.0 2.1 "" "" "" "" ""
Sex-0158 7B 3090.704 225.3 4.7 0.42 0.05 0.32 0.12 0.997
Sex-0158 6B 3804.673 219.7 5.6 0.34 0.09 0.59 0.17 ""
Sex-0158 1B 4122.822 223.9 3.6 "" "" "" "" ""
Sex-0159 7B 3090.704 164.8 3.6 0.26 0.05 0.48 0.09 0.0
Sex-0159 6B 4124.814 172.7 5.2 "" "" "" "" ""
Sex-0160 7B 3090.704 224.2 1.3 "" "" "" "" 0.997
Sex-0160 23B 3418.704 226.8 0.7 0.38 0.01 0.39 0.02 ""
Sex-0160 6B 3804.673 226.0 0.8 0.38 0.02 0.43 0.04 ""
Sex-0160 6B 4124.814 228.1 0.8 "" "" "" "" ""
Sex-0161 7B 3090.704 167.6 2.2 0.29 0.05 0.55 0.1 0.0
Sex-0161 23B 3418.704 165.6 1.1 0.38 0.04 0.83 0.06 ""
Sex-0162 7B 3090.704 94.0 3.3 0.31 0.03 0.87 0.04 0.0
Sex-0162 23B 3418.704 93.3 2.5 0.33 0.02 0.88 0.03 ""
Sex-0162 6R 3804.673 95.4 4.8 0.34 0.05 0.74 0.1 ""
Sex-0162 6R 4124.814 103.3 2.8 "" "" "" "" ""
Sex-0163 7R 3090.704 231.3 8.0 0.37 0.04 0.43 0.09 0.999
Sex-0163 57R 3410.758 230.1 2.6 0.41 0.05 0.31 0.13 ""
Sex-0163 23B 3418.704 228.1 1.1 0.35 0.02 0.4 0.04 ""
Sex-0163 6B 3804.673 229.2 1.3 0.39 0.03 0.35 0.08 ""
Sex-0163 6B 4124.814 229.8 0.9 "" "" "" "" ""
Sex-0164 5B 3091.698 89.7 5.7 "" "" "" "" 0.0
Sex-0165 5B 3091.698 -46.9 1.7 0.37 0.02 0.91 0.02 0.0
Sex-0165 5R 3416.684 -47.7 2.2 0.34 0.03 0.86 0.1 ""
Sex-0165 1B 4122.822 -48.9 1.5 "" "" "" "" ""
Sex-0166 5B 3091.698 223.2 2.6 0.31 0.05 0.4 0.09 0.999
Sex-0166 5B 3416.684 230.9 3.1 0.29 0.04 0.27 0.08 ""
Sex-0167 5B 3091.698 222.2 2.8 0.29 0.06 0.59 0.09 0.899
Sex-0167 5B 3416.684 230.6 2.9 0.3 0.06 0.61 0.1 ""
Sex-0167 1B 4122.822 226.1 1.4 "" "" "" "" ""
Sex-0168 5B 3091.698 232.9 5.8 0.3 0.07 0.35 0.16 1.0
Sex-0168 1B 3411.775 220.6 3.6 0.31 0.06 0.34 0.14 ""
Sex-0168 5B 3416.684 228.5 4.6 0.3 0.04 0.14 0.1 ""
Sex-0169 5B 3091.698 272.2 4.0 0.26 0.06 1.01 0.05 0.0
Sex-0169 5B 3416.684 265.1 1.6 0.36 0.04 0.89 0.05 ""
Sex-0170 5B 3091.698 229.9 1.1 0.33 0.03 0.44 0.07 0.999
Sex-0170 12R 3408.709 226.0 2.5 0.35 0.02 0.41 0.08 ""
Sex-0170 5R 3416.684 227.7 3.6 0.36 0.07 0.33 0.13 ""
Sex-0171 5B 3091.698 225.9 1.5 0.43 0.05 0.46 0.16 0.986
Sex-0171 1R 3411.775 226.1 9.8 0.58 0.17 0.88 0.23 ""
Sex-0171 1B 4122.822 238.1 3.0 "" "" "" "" ""
Sex-0172 5B 3091.698 226.3 2.0 0.38 0.03 0.44 0.07 0.999
Sex-0172 57R 3410.758 225.9 3.6 0.27 0.09 0.43 0.14 ""
Sex-0172 1R 3411.775 225.5 2.2 0.36 0.03 0.4 0.09 ""
Sex-0172 5R 3416.684 226.2 3.7 0.43 0.03 0.4 0.09 ""
Sex-0172 1B 4122.822 227.5 0.6 "" "" "" "" ""
Sex-0173 5B 3091.698 220.8 1.0 0.36 0.02 0.39 0.04 0.999
Sex-0173 5R 3416.684 216.4 4.4 0.35 0.04 0.32 0.1 ""
Sex-0173 1R 4122.822 226.0 6.6 "" "" "" "" ""
Sex-0174 5B 3091.698 234.4 4.5 0.28 0.04 0.0 0.09 0.986
Sex-0174 1B 4122.822 232.6 4.0 "" "" "" "" ""
Sex-0175 5B 3091.698 22.4 2.4 0.41 0.03 0.76 0.06 0.0
Sex-0175 5R 3416.684 22.9 4.5 0.37 0.04 0.82 0.1 ""
Sex-0176 5B 3091.698 225.9 3.1 0.33 0.04 0.25 0.11 0.999
Sex-0176 5B 3416.684 226.3 4.3 0.27 0.04 0.34 0.09 ""
Sex-0177 5B 3091.698 66.7 0.5 0.36 0.02 0.75 0.03 0.0
Sex-0177 1R 3411.775 68.3 1.9 0.37 0.06 0.67 0.11 ""
Sex-0177 5R 3416.684 64.5 1.6 0.37 0.03 0.69 0.09 ""
Sex-0177 1R 4122.822 67.5 1.0 "" "" "" "" ""
Sex-0178 5B 3091.698 226.8 2.1 0.34 0.04 0.34 0.08 0.999
Sex-0178 1R 3411.775 232.0 6.6 0.3 0.05 0.33 0.11 ""
Sex-0178 1R 4122.822 230.4 3.2 "" "" "" "" ""
Sex-0179 5B 3091.698 219.3 0.9 0.41 0.02 0.38 0.05 0.999
Sex-0179 5R 3416.684 217.2 2.8 0.42 0.04 0.49 0.09 ""
Sex-0180 5B 3091.698 195.8 3.9 0.27 0.09 0.43 0.19 0.455
Sex-0181 5B 3091.698 219.0 3.0 0.34 0.04 0.41 0.09 0.999
Sex-0181 1R 4122.822 219.1 4.1 "" "" "" "" ""
Sex-0181 6R 4124.814 224.6 2.6 "" "" "" "" ""
Sex-0182 5B 3091.698 228.9 5.5 0.29 0.05 0.39 0.09 0.998
Sex-0183 5B 3091.698 256.8 3.2 0.21 0.11 1.11 0.06 0.0
Sex-0184 5B 3091.698 215.4 4.8 0.28 0.04 0.14 0.1 0.997
Sex-0185 5B 3091.698 221.0 3.0 0.37 0.05 0.52 0.11 0.998
Sex-0185 5B 3416.684 223.4 1.3 0.34 0.03 0.29 0.07 ""
Sex-0185 26B 3416.837 217.4 3.0 0.43 0.04 0.52 0.08 ""
Sex-0186 5B 3091.698 227.7 3.9 0.41 0.06 0.38 0.15 0.993
Sex-0186 5B 3416.684 225.9 0.8 0.35 0.03 0.48 0.05 ""
Sex-0187 5B 3091.698 221.9 0.8 0.44 0.01 0.37 0.03 0.998
Sex-0187 34B 3409.774 220.7 0.6 0.43 0.01 0.38 0.03 ""
Sex-0187 5R 3416.684 220.0 1.6 0.4 0.02 0.37 0.08 ""
Sex-0187 26R 3416.837 220.6 1.3 0.4 0.02 0.45 0.08 ""
Sex-0188 5B 3091.698 211.5 1.9 0.28 0.02 0.21 0.04 0.992
Sex-0188 34B 3409.774 209.3 1.0 0.31 0.01 0.29 0.03 ""
Sex-0188 5R 3416.684 210.9 2.6 0.33 0.03 0.29 0.09 ""
Sex-0188 26B 3416.837 212.0 3.7 0.22 0.02 0.39 0.05 ""
Sex-0189 5B 3091.698 19.0 0.5 0.42 0.01 0.95 0.02 0.0
Sex-0189 5R 3416.684 34.1 1.9 0.35 0.02 0.79 0.09 ""
Sex-0189 26B 3416.837 28.3 0.8 0.41 0.01 0.93 0.02 ""
Sex-0190 5B 3091.698 251.8 2.6 0.34 0.04 0.21 0.1 0.799
Sex-0190 26B 3416.837 254.8 5.1 0.31 0.03 0.3 0.08 ""
Sex-0191 5B 3091.698 8.4 5.1 "" "" "" "" 0.0
Sex-0191 5B 3416.684 7.8 1.2 0.33 0.03 0.47 0.06 ""
Sex-0192 5B 3091.698 40.3 4.9 0.22 0.05 0.25 0.11 0.0
Sex-0193 5B 3091.698 -13.8 1.7 0.43 0.06 0.75 0.11 0.0
Sex-0193 57R 3410.758 -11.1 2.4 0.38 0.04 0.79 0.1 ""
Sex-0193 1R 3411.775 -15.0 1.2 0.38 0.03 0.86 0.1 ""
Sex-0193 5R 3416.684 -10.8 1.4 0.3 0.03 0.81 0.09 ""
Sex-0194 5B 3091.698 219.7 2.5 0.37 0.05 0.49 0.11 0.993
Sex-0194 5R 3416.684 221.5 6.2 0.36 0.04 0.39 0.11 ""
Sex-0194 26B 3416.837 225.3 5.9 0.34 0.03 0.44 0.06 ""
Sex-0195 5B 3091.698 227.2 2.9 0.42 0.06 0.43 0.11 0.999
Sex-0195 5B 3416.684 223.5 2.5 0.34 0.04 0.3 0.09 ""
Sex-0195 26B 3416.837 219.2 5.0 0.27 0.03 0.41 0.07 ""
Sex-0196 5B 3091.698 47.6 1.6 0.37 0.03 0.82 0.04 0.0
Sex-0196 34B 3409.774 49.2 1.5 0.4 0.01 0.88 0.02 ""
Sex-0196 5R 3416.684 47.7 2.5 0.31 0.02 0.75 0.09 ""
Sex-0196 26R 3416.837 50.2 2.5 0.33 0.03 0.78 0.09 ""
Sex-0197 5B 3091.698 232.0 1.7 0.41 0.03 0.45 0.07 0.951
Sex-0197 34B 3409.774 230.2 0.8 0.38 0.02 0.49 0.05 ""
Sex-0197 5R 3416.684 233.2 5.1 0.4 0.04 0.27 0.12 ""
Sex-0197 26B 3416.837 228.8 3.9 0.32 0.03 0.57 0.06 ""
Sex-0198 5B 3091.698 223.3 2.8 0.33 0.05 0.54 0.1 0.97
Sex-0199 5B 3091.698 222.9 1.8 0.33 0.03 0.36 0.07 0.998
Sex-0199 5R 3416.684 216.7 1.9 0.34 0.03 0.43 0.08 ""
Sex-0199 26B 3416.837 222.0 1.9 0.39 0.02 0.27 0.06 ""
Sex-0200 5B 3091.698 234.4 4.3 "" "" "" "" 0.999
Sex-0200 57R 3410.758 234.1 2.1 0.37 0.04 0.4 0.1 ""
Sex-0200 5R 3416.684 235.3 1.4 0.35 0.02 0.4 0.08 ""
Sex-0200 26B 3416.837 234.4 1.5 0.32 0.02 0.34 0.04 ""
Sex-0201 5B 3091.698 214.1 5.8 0.07 0.3 0.62 0.46 0.978
Sex-0202 5B 3091.698 255.7 5.5 0.3 0.05 0.38 0.1 0.929
Sex-0202 5R 3416.684 241.0 8.6 0.34 0.04 0.13 0.12 ""
Sex-0203 5B 3091.698 225.0 2.2 0.35 0.05 0.4 0.1 0.998
Sex-0203 5B 3416.684 220.5 1.4 0.35 0.03 0.41 0.06 ""
Sex-0203 26B 3416.837 222.3 3.4 0.31 0.03 0.41 0.05 ""
Sex-0204 5R 3091.698 232.2 9.3 0.32 0.05 0.31 0.11 1.0
Sex-0204 1R 3411.775 237.6 9.6 0.33 0.08 0.54 0.14 ""
Sex-0205 12R 3408.709 39.8 2.5 0.28 0.01 0.52 0.08 0.0
Sex-0205 1R 3411.775 41.6 2.1 0.28 0.01 0.41 0.08 ""
Sex-0205 1B 4122.822 41.0 1.3 "" "" "" "" ""
Sex-0206 12R 3408.709 35.7 3.0 0.22 0.03 0.85 0.09 0.0
Sex-0206 38B 3412.846 35.0 1.6 0.42 0.02 0.91 0.03 ""
Sex-0207 12R 3408.709 21.6 1.3 0.38 0.02 0.94 0.1 0.0
Sex-0207 38B 3412.846 19.0 0.8 0.44 0.02 0.93 0.02 ""
Sex-0208 12R 3408.709 69.5 2.9 0.29 0.03 0.83 0.09 0.0
Sex-0208 38B 3412.846 71.4 0.6 0.39 0.02 0.92 0.03 ""
Sex-0209 12R 3408.709 229.7 5.9 0.34 0.03 0.32 0.09 0.999
Sex-0209 15B 3417.761 225.5 1.6 0.35 0.04 0.38 0.08 ""
Sex-0210 12R 3408.709 50.2 1.2 0.38 0.02 0.91 0.1 0.0
Sex-0210 15B 3417.761 50.0 0.9 0.4 0.04 0.97 0.05 ""
Sex-0211 12R 3408.709 59.9 5.0 "" "" "" "" 0.0
Sex-0211 15B 3417.761 62.3 3.7 0.34 0.08 0.74 0.13 ""
Sex-0212 12R 3408.709 228.0 7.4 0.32 0.04 0.46 0.09 0.997
Sex-0212 38B 3412.846 226.0 2.4 0.29 0.03 0.31 0.06 ""
Sex-0213 12R 3408.709 235.6 6.0 0.35 0.03 0.27 0.08 0.944
Sex-0213 38B 3412.846 236.0 3.2 0.28 0.02 0.05 0.06 ""
Sex-0214 12R 3408.709 222.2 10.2 0.33 0.05 0.38 0.1 0.989
Sex-0214 38B 3412.846 219.1 2.1 0.41 0.04 0.55 0.07 ""
Sex-0215 12R 3408.709 111.0 7.7 0.19 0.03 0.35 0.08 0.0
Sex-0215 34B 3409.774 107.5 2.1 0.22 0.02 0.29 0.05 ""
Sex-0216 12R 3408.709 52.9 9.7 0.44 0.04 0.25 0.12 0.0
Sex-0217 12R 3408.709 230.6 7.9 0.34 0.03 0.36 0.09 0.999
Sex-0217 1R 3411.775 223.2 5.9 0.35 0.05 0.28 0.13 ""
Sex-0218 12R 3408.709 60.5 9.0 0.24 0.05 0.81 0.1 0.0
Sex-0219 12R 3408.709 116.3 4.5 0.3 0.03 0.75 0.09 0.0
Sex-0220 12R 3408.709 -4.4 3.1 0.4 0.03 0.64 0.09 0.0
Sex-0221 12R 3408.709 44.4 2.8 0.4 0.03 0.68 0.09 0.0
Sex-0222 12R 3408.709 73.1 6.6 0.37 0.05 0.55 0.1 0.0
Sex-0223 12R 3408.709 51.1 0.9 0.36 0.01 0.8 0.09 0.0
Sex-0224 12R 3408.709 48.7 2.5 0.31 0.03 0.74 0.09 0.0
Sex-0225 12R 3408.709 222.7 7.3 0.37 0.03 0.32 0.09 0.998
Sex-0226 12R 3408.709 11.7 5.4 0.3 0.04 0.65 0.09 0.0
Sex-0227 12R 3408.709 225.7 6.7 0.34 0.02 0.4 0.08 0.999
Sex-0228 12R 3408.709 220.9 5.2 0.35 0.02 0.28 0.08 0.999
Sex-0229 12R 3408.709 132.5 1.0 0.32 0.01 0.71 0.09 0.0
Sex-0230 12R 3408.709 127.0 5.5 0.34 0.03 0.44 0.09 0.0
Sex-0231 12R 3408.709 238.3 7.1 0.34 0.03 0.43 0.09 0.993
Sex-0232 12R 3408.709 3.4 2.2 0.29 0.02 0.69 0.09 0.0
Sex-0233 12R 3408.709 221.9 6.7 0.37 0.03 0.34 0.1 0.998
Sex-0234 12R 3408.709 226.2 4.8 0.35 0.02 0.23 0.08 0.999
Sex-0235 12R 3408.709 68.7 4.5 0.29 0.01 0.34 0.07 0.0
Sex-0236 12R 3408.709 -7.7 8.2 0.44 0.03 0.4 0.09 0.0
Sex-0237 34B 3409.774 156.8 1.2 0.27 0.02 0.27 0.05 0.0
Sex-0238 34B 3409.774 227.0 2.6 0.3 0.02 0.24 0.05 0.996
Sex-0239 34B 3409.774 118.0 3.5 0.17 0.05 0.81 0.07 0.0
Sex-0240 34B 3409.774 231.3 1.2 0.32 0.02 0.46 0.05 0.989
Sex-0241 34B 3409.774 222.7 2.5 0.35 0.05 0.8 0.08 0.002
Sex-0242 34B 3409.774 224.5 0.8 0.31 0.01 0.52 0.02 0.759
Sex-0243 34B 3409.774 74.6 0.4 0.43 0.01 0.94 0.01 0.0
Sex-0244 34B 3409.774 17.8 0.4 0.37 0.01 0.73 0.02 0.0
Sex-0245 34B 3409.774 214.3 3.3 0.33 0.03 0.12 0.09 0.979
Sex-0246 34B 3409.774 74.0 0.5 0.32 0.02 0.6 0.03 0.0
Sex-0247 34B 3409.774 171.9 1.6 0.35 0.06 0.89 0.08 0.0
Sex-0247 26B 3416.837 176.8 2.5 0.33 0.05 0.81 0.06 ""
Sex-0248 34B 3409.774 220.7 0.6 0.37 0.01 0.38 0.03 0.997
Sex-0248 26B 3416.837 224.0 1.0 0.38 0.01 0.42 0.03 ""
Sex-0249 34B 3409.774 14.1 1.5 0.2 0.01 0.59 0.02 0.0
Sex-0250 34B 3409.774 77.0 1.4 0.24 0.02 0.32 0.04 0.0
Sex-0251 34B 3409.774 264.5 0.8 0.32 0.01 0.57 0.02 0.0
Sex-0252 34B 3409.774 284.8 0.7 0.36 0.01 0.6 0.02 0.0
Sex-0253 34B 3409.774 300.3 1.6 0.34 0.02 0.55 0.03 0.0
Sex-0254 34B 3409.774 46.3 0.8 0.43 0.01 0.9 0.01 0.0
Sex-0255 34B 3409.774 7.2 0.9 0.33 0.02 0.87 0.03 0.0
Sex-0256 34B 3409.774 22.3 1.8 0.36 0.03 0.92 0.03 0.0
Sex-0257 34B 3409.774 320.5 2.7 0.34 0.02 0.43 0.04 0.0
Sex-0258 34B 3409.774 216.8 0.8 0.33 0.02 0.36 0.04 0.994
Sex-0259 34B 3409.774 80.7 0.4 0.41 0.01 0.65 0.02 0.0
Sex-0260 34B 3409.774 161.3 0.8 0.31 0.02 0.54 0.03 0.0
Sex-0260 99B 3801.696 161.4 0.7 0.31 0.03 0.48 0.05 ""
Sex-0261 34B 3409.774 58.1 0.4 0.37 0.01 0.8 0.02 0.0
Sex-0261 99B 3801.696 55.1 0.4 0.39 0.01 0.81 0.02 ""
Sex-0262 34B 3409.774 231.2 0.9 0.32 0.02 0.31 0.04 0.996
Sex-0263 34B 3409.774 43.3 0.6 0.38 0.01 0.59 0.03 0.0
Sex-0264 34B 3409.774 9.8 0.5 0.36 0.01 0.7 0.02 0.0
Sex-0265 34B 3409.774 5.5 0.8 0.35 0.02 0.62 0.04 0.0
Sex-0265 26B 3416.837 6.8 1.4 0.25 0.03 0.77 0.04 ""
Sex-0266 34B 3409.774 221.1 1.8 0.29 0.02 0.34 0.05 0.997
Sex-0267 34B 3409.774 446.7 3.4 0.29 0.01 0.37 0.03 0.0
Sex-0268 34B 3409.774 231.5 5.2 0.25 0.05 0.38 0.1 0.995
Sex-0269 34B 3409.774 -76.6 2.5 0.38 0.06 0.93 0.07 0.0
Sex-0270 34B 3409.774 7.5 0.6 0.39 0.01 0.93 0.01 0.0
Sex-0270 26B 3416.837 8.5 0.7 0.34 0.01 0.92 0.02 ""
Sex-0271 34B 3409.774 214.0 1.6 0.36 0.03 0.46 0.05 0.95
Sex-0272 34B 3409.774 216.5 1.1 0.33 0.03 0.41 0.05 0.989
Sex-0273 34B 3409.774 284.3 2.2 0.32 0.02 0.4 0.05 0.0
Sex-0274 34B 3409.774 -16.1 0.4 0.33 0.02 0.76 0.02 0.0
Sex-0275 34B 3409.774 100.6 0.8 0.31 0.02 0.87 0.03 0.0
Sex-0276 34B 3409.774 333.4 5.5 0.41 0.04 0.66 0.08 0.0
Sex-0277 34B 3409.774 248.0 1.2 0.32 0.02 0.4 0.04 0.72
Sex-0278 34B 3409.774 211.9 0.9 0.4 0.02 0.54 0.04 0.48
Sex-0279 34B 3409.774 52.2 0.8 0.35 0.01 0.97 0.02 0.0
Sex-0280 34B 3409.774 220.4 3.5 0.29 0.04 0.33 0.09 0.994
Sex-0281 34B 3409.774 42.2 1.9 0.35 0.03 0.9 0.04 0.0
Sex-0281 26B 3416.837 39.8 2.0 0.38 0.03 0.88 0.04 ""
Sex-0282 34B 3409.774 221.3 0.5 0.43 0.01 0.47 0.03 0.955
Sex-0282 26B 3416.837 219.6 0.7 0.42 0.01 0.48 0.03 ""
Sex-0283 34B 3409.774 227.4 1.6 0.34 0.02 0.36 0.05 0.996
Sex-0284 34B 3409.774 303.2 3.1 0.26 0.04 0.43 0.07 0.0
Sex-0285 34B 3409.774 52.4 0.4 0.37 0.01 0.75 0.02 0.0
Sex-0285 26B 3416.837 54.8 0.5 0.35 0.01 0.78 0.02 ""
Sex-0286 34B 3409.774 43.0 0.5 0.38 0.01 0.91 0.01 0.0
Sex-0286 26R 3416.837 41.3 6.4 0.3 0.03 0.66 0.09 ""
Sex-0287 34B 3409.774 27.5 0.5 0.38 0.02 0.9 0.02 0.0
Sex-0287 26B 3416.837 27.2 1.2 0.4 0.03 0.82 0.04 ""
Sex-0288 34B 3409.774 11.9 1.3 0.27 0.02 0.32 0.04 0.0
Sex-0288 26B 3416.837 17.8 3.4 0.21 0.03 0.41 0.05 ""
Sex-0289 34B 3409.774 219.8 2.3 0.37 0.03 0.34 0.07 0.993
Sex-0290 34B 3409.774 217.4 1.4 0.33 0.02 0.42 0.05 0.985
Sex-0291 34B 3409.774 210.1 1.3 0.23 0.02 0.38 0.03 0.973
Sex-0292 34B 3409.774 220.0 0.7 0.36 0.02 0.4 0.04 0.991
Sex-0293 34B 3409.774 108.5 3.4 0.29 0.04 0.4 0.08 0.0
Sex-0294 34B 3409.774 294.7 1.3 0.3 0.02 0.41 0.03 0.0
Sex-0294 110B 3800.762 292.8 4.7 0.3 0.02 0.44 0.03 ""
Sex-0295 34B 3409.774 28.6 0.5 0.38 0.02 0.86 0.03 0.0
Sex-0296 34B 3409.774 19.7 0.8 0.35 0.02 0.99 0.02 0.0
Sex-0297 34B 3409.774 123.7 2.4 0.35 0.03 0.58 0.06 0.0
Sex-0298 34B 3409.774 123.3 0.4 0.38 0.01 0.78 0.02 0.0
Sex-0298 26B 3416.837 124.7 1.4 0.38 0.02 0.57 0.04 ""
Sex-0299 34B 3409.774 179.5 2.2 0.24 0.02 0.34 0.05 0.0
Sex-0300 34B 3409.774 49.2 0.8 0.35 0.02 0.87 0.03 0.0
Sex-0300 26B 3416.837 47.6 2.7 0.26 0.03 0.87 0.04 ""
Sex-0301 34B 3409.774 206.4 1.5 0.26 0.02 0.26 0.04 0.951
Sex-0302 34B 3409.774 171.7 0.5 0.34 0.01 0.69 0.02 0.0
Sex-0303 34B 3409.774 41.8 0.6 0.26 0.01 0.42 0.03 0.0
Sex-0303 26B 3416.837 40.6 1.2 0.3 0.02 0.4 0.04 ""
Sex-0304 34B 3409.774 -0.3 0.4 0.37 0.01 0.73 0.01 0.0
Sex-0304 26B 3416.837 0.7 0.4 0.39 0.01 0.75 0.02 ""
Sex-0305 34B 3409.774 61.5 0.3 0.38 0.01 0.86 0.01 0.0
Sex-0306 57B 3410.758 218.7 3.1 0.49 0.06 0.45 0.16 0.997
Sex-0307 57B 3410.758 244.3 3.3 0.3 0.05 0.18 0.11 0.999
Sex-0307 1R 3411.775 239.7 6.5 0.36 0.08 0.38 0.15 ""
Sex-0307 1B 4122.822 225.9 1.7 "" "" "" "" ""
Sex-0307 6B 4124.814 230.4 5.2 "" "" "" "" ""
Sex-0308 57B 3410.758 221.2 3.7 0.25 0.04 0.38 0.09 0.999
Sex-0309 57B 3410.758 219.7 4.8 0.26 0.06 0.56 0.11 0.994
